Guide	Gene	AP2_i10	BR1_i12	BR3_i25	BR4_i14	m1_aav_i15
Ndufa7_+_33824857.23-P1P2	Ndufa7	582	752	546	624	971
Pip5k1c_+_81293043.23-P1P2	Pip5k1c	6	75	3	0	26
Cyp2c38_+_39463063.23-P1P2	Cyp2c38	444	431	345	508	863
Cnr1_-_33924700.23-P1P2	Cnr1	1060	1054	675	1075	1700
Oat_+_132576304.23-P1P2	Oat	534	459	492	524	938
Padi2_-_140924342.23-P2	Padi2_P2	1615	1673	1351	1380	2462
Soat2_-_102150512.23-P1P2	Soat2	1697	1795	1462	1537	2730
Ilk_-_105736716.23-P1P2	Ilk	956	776	725	607	1185
Pik3cg_+_32208598.23-P1P2	Pik3cg	1860	1934	1736	1959	3115
Gm8909_+_36168509.23-P1P2	Gm8909	2049	1611	2012	2311	3797
Htr4_-_62324104.23-P1P2	Htr4	2991	2781	2764	3016	4732
Oprm1_+_6788643.23-P1P2	Oprm1	1676	2119	1726	1748	2976
Oplah_+_76307227.23-P1P2	Oplah	2508	2306	2723	3152	5435
Psma2_-_14613325.23-P1P2	Psma2	2762	2948	2806	2772	5015
C8g_+_25500216.23-P1P2	C8g	1263	728	1352	1392	2645
Ulk1_-_110809980.23-P1P2	Ulk1	1092	1212	1034	1085	1745
Cela2a_+_141825948.23-P1P2	Cela2a	3261	4010	3308	3517	6173
Phyh_+_4919064.23-P1P2	Phyh	1743	2670	1857	2423	3745
Tlr7_-_167330576.23-P1P2	Tlr7	2046	2396	2278	2681	3796
Mmaa_+_79294938.23-P1P2	Mmaa	1235	1541	1486	1727	1935
Nek7_-_138619683.23-P1P2	Nek7	1429	1524	1807	1980	3135
Chek1_+_36726508.23-P1P2	Chek1	2382	2271	2730	2750	4631
Rxrb_+_34031826.23-P1P2	Rxrb	2008	2393	1843	2130	3427
non-targeting_00197	non-targeting	3159	3100	2960	3233	5878
Glra1_-_55607948.23-P1P2	Glra1	2678	3231	2884	3082	5233
Lgsn_-_31176465.23-P1P2	Lgsn	2881	2974	2329	2657	4519
Mark2_-_7295360.23-P2	Mark2_P2	1757	1314	1548	1847	3193
Ifngr2_+_91547186.23-P1	Ifngr2_P1	789	1289	857	855	1394
Gria1_-_57011815.23-P1P2	Gria1	299	465	175	290	529
Ern1_-_106487788.23-P1P2	Ern1	1716	1986	1794	2372	3032
Nags_-_102145757.23-P1P2	Nags	2116	1627	1936	2156	3292
Rbp1_+_98423000.23-ENSMUST00000052068.9	Rbp1	157	80	98	92	301
Thra_+_98741928.23-P1P2	Thra	2009	1804	1880	2186	2825
Scyl2_-_89686207.23-P1P2	Scyl2	2820	3507	3000	3250	5339
Nr1h4_+_89533573.23-P2	Nr1h4_P2	1054	939	1296	1438	2503
Ctsg_+_56102467.23-P1P2	Ctsg	916	1180	704	704	1525
Msra_+_64440856.23-P1P2	Msra	554	391	612	537	925
Ptger2_-_44988791.23-P1P2	Ptger2	2594	2925	2136	2464	4363
Sec14l2_+_4118661.23-P1P2	Sec14l2	2392	2885	2505	3113	4563
Gpx1_+_108339139.23-P1P2	Gpx1	31	128	43	40	96
Obscn_-_59136325.23-P1P2	Obscn	1743	1369	1444	1442	2873
Mark3_+_111574713.23-P1P2	Mark3	1181	1351	1117	1181	1940
Phyh_-_4919112.23-P1P2	Phyh	2086	2353	1839	1762	2955
Ptgis_-_167240521.23-P1P2	Ptgis	209	264	123	145	386
Hnmt_+_24049359.23-P1P2	Hnmt	94	1	82	74	138
Dtymk_+_93801852.23-P1P2	Dtymk	737	658	576	830	1241
Epha5_+_84417265.23-P1P2	Epha5	1843	2338	1455	1844	2972
Ndufb6_+_40279349.23-P1P2	Ndufb6	2932	2570	3342	3713	6265
Abcc2_+_43782389.23-P1P2	Abcc2	3528	3266	3714	3585	7040
Epx_-_87871892.23-P2	Epx_P2	1850	2886	2323	2625	4044
Gapdhs_+_30744147.23-P1P2	Gapdhs	978	1303	1350	1159	2109
Lamtor3_-_137918522.23-P1P2	Lamtor3	2288	2177	2914	2773	4819
Clk3_+_57765832.23-P1P2	Clk3	3023	3731	3986	3659	6603
Tap1_+_34188128.23-P1P2	Tap1	73	2	193	88	312
Ptger1_-_83666847.23-P1P2	Ptger1	2086	2029	2016	1613	3081
Esrrg_+_187997890.23-P1	Esrrg_P1	2053	2756	2220	2353	4053
Noxo1_-_24696326.23-P2	Noxo1_P2	1800	2632	1531	1825	3018
Sstr2_-_113619336.23-P1P2	Sstr2	1004	1083	1076	914	1683
Il2rg_+_101268018.23-P1P2	Il2rg	966	1069	809	1153	2042
Grin1_+_25319087.23-P1P2	Grin1	1421	1842	1628	1655	3121
Ttbk1_+_46487248.23-P1P2	Ttbk1	2081	1774	1968	2219	3140
Dlg4_+_70018470.23-P1	Dlg4_P1	3635	3163	3276	3617	5899
F10_+_13037845.23-P1P2	F10	3364	3139	3079	3548	6072
Cdc42bpg_+_6306499.23-P1P2	Cdc42bpg	2256	2244	2045	2314	3571
Gss_+_155592577.23-P1P2	Gss	2417	1700	2375	2088	3596
Pim2_+_7878654.23-P1P2	Pim2	1597	2010	1856	1993	2985
Cdkl3_-_52004314.23-P1P2	Cdkl3	2371	2763	2027	2325	3872
Gnmt_+_46729114.23-P1	Gnmt_P1	2644	2037	1941	2263	3999
Fgfr4_+_55152853.23-P1P2	Fgfr4	1632	1795	1485	1549	2730
Txndc12_+_108834754.23-P1P2	Txndc12	2420	2222	2206	2794	3927
Eprs_-_185363164.23-P1P2	Eprs	1540	1696	1730	1715	3004
Dntt_+_41029399.23-P1P2	Dntt	0	0	0	0	8
Slc6a9_-_117835389.23-P1P2	Slc6a9	1217	1111	1303	1115	2126
Adck3_-_180195886.23-P1	Adck3_P1	2673	2955	2680	2494	4645
Tufm_+_126487370.23-P1P2	Tufm	1399	1305	1386	1503	2484
Gabrb2_+_42421340.23-P1P2	Gabrb2	2641	2656	2318	2424	4706
Adck2_+_39574145.23-P1P2	Adck2	1461	2403	1892	2208	4438
Gm2a_+_55098346.23-P1P2	Gm2a	8	2	0	9	10
Egln3_-_54203750.23-P1P2	Egln3	0	0	0	12	0
S100b_-_76253958.23-P1P2	S100b	2317	3446	2387	2347	4403
Shmt2_-_127522337.23-P1P2	Shmt2	3477	3874	3528	3534	6120
Ptgfr_+_151837417.23-P1P2	Ptgfr	413	436	469	439	1012
Gsk3b_+_38089532.23-P1P2	Gsk3b	819	999	1103	1026	1614
Cxcl10_-_92348825.23-P1P2	Cxcl10	624	694	480	763	1330
Prkx_-_77795922.23-P1P2	Prkx	417	833	389	516	798
Riok2_-_17374591.23-P1P2	Riok2	3250	2582	2871	3128	4914
Prkce_-_86167892.23-P1P2	Prkce	967	963	833	1153	1679
Htr4_-_62324051.23-P1P2	Htr4	1256	986	1421	1421	2278
Nsf_-_103953988.23-P1P2	Nsf	1835	1753	1403	1776	3553
Gch1_-_47189367.23-P1P2	Gch1	1806	2108	1672	1730	2980
Bub1b_+_118598485.23-P1P2	Bub1b	3289	3088	3219	3020	5051
Chrnb2_-_89764621.23-P1P2	Chrnb2	1440	1465	1610	1485	2935
Itgal_+_127296382.23-P1P2	Itgal	2481	2878	2745	2698	4541
Atp1a1_+_101604654.23-P1P2	Atp1a1	1393	1127	1434	1361	2186
Shmt1_+_60810941.23-P1P2	Shmt1	584	539	449	575	956
Pygm_-_6397723.23-P2	Pygm_P2	2416	2733	2362	2542	4570
Styk1_-_131313621.23-ENSMUST00000049150.1	Styk1	2898	4031	3661	3917	5385
Prkag1_+_98831411.23-P1P2	Prkag1	2576	2493	2144	2143	3913
Ptpn9_-_56995050.23-P1P2	Ptpn9	1384	1507	1155	1397	1822
Gng2_-_19977151.23-P1P2	Gng2	1664	2163	1827	1931	3126
Eno3_-_70657196.23-P1P2	Eno3	2953	3046	3165	3100	5492
Il6ra_-_89913132.23-P1P2	Il6ra	908	1425	1101	1104	1591
Azgp1_+_137981551.23-P1P2	Azgp1	1579	1787	1538	1608	3425
Ppp1r1a_-_103537897.23-P1P2	Ppp1r1a	1175	1006	1052	1478	2356
H2-Ke6_-_34027858.23-P1P2	H2-Ke6	1852	1304	1708	1790	3217
Scn1b_+_31126935.23-P1P2	Scn1b	1025	801	1017	942	1604
Mccc1_-_36000402.23-P1P2	Mccc1	1269	1255	1248	1260	2410
Ptpn22_+_103860376.23-P1P2	Ptpn22	3407	3428	2940	3285	6123
Mapk3_-_126759884.23-P1P2	Mapk3	1254	955	1175	922	1958
Npr2_+_43631836.23-P1P2	Npr2	1580	1462	1688	1774	2852
Cyp4a32_-_115601327.23-ENSMUST00000084342.5	Cyp4a32	164	302	181	115	457
Gsto2_-_47865826.23-P1P2	Gsto2	1006	1037	1338	851	1688
Akap7_-_25299082.23-ENSMUST00000041984.7	Akap7	2783	2842	2834	2823	5032
Flt3_+_147400303.23-P1P2	Flt3	2731	2026	2067	2424	3856
Ppig_+_69723082.23-P1P2	Ppig	2145	2209	2047	2105	4184
Adc_-_128962135.23-P1P2	Adc	1798	1771	1670	1752	2877
Pip5kl1_-_32575898.23-P1P2	Pip5kl1	913	774	816	937	1506
Pim3_+_88862518.23-P1P2	Pim3	2490	2879	2980	2799	3799
Pnpo_+_96943809.23-P1P2	Pnpo	1861	2156	2356	2473	4197
Etnk1_-_143167264.23-P1P2	Etnk1	1262	1161	1509	1606	2772
Aldh3b1_-_3929700.23-P1P2	Aldh3b1	2818	2104	2656	2524	4608
Slc3a1_+_85028680.23-P1P2	Slc3a1	2198	2468	2213	2796	4243
Prkca_+_108343679.23-P1P2	Prkca	1452	1020	1389	1518	2037
Tyk2_+_21131209.23-P1P2	Tyk2	2205	1852	2178	1874	3281
Mmp1a_+_7464162.23-P1P2	Mmp1a	11	0	29	23	25
Aars_-_111033938.23-P1P2	Aars	1268	1849	1739	1685	3362
Vamp1_+_125231325.23-P2	Vamp1_P2	1770	1749	1569	1975	2206
Mmp8_-_7558523.23-P1P2	Mmp8	2594	2866	2878	2943	5014
Pdp1_+_11966318.23-P1P2	Pdp1	551	579	557	599	932
Pvalb_-_78206397.23-P1	Pvalb_P1	3014	2772	2536	2766	4880
Cdkn2d_+_21291098.23-P1P2	Cdkn2d	1667	1103	1395	1560	2411
Plod2_+_92542291.23-P1P2	Plod2	2640	2530	2779	3062	4978
Oxct2a_-_123323529.23-P1P2	Oxct2a	2388	2684	2304	2289	2788
Dpp6_-_27261948.23-P1	Dpp6_P1	1420	2224	1690	2067	2848
Cacnb2_-_14873862.23-ENSMUST00000114719.1	Cacnb2	2454	2849	2651	2713	4783
Renbp_+_73930815.23-P1P2	Renbp	1524	2146	2111	2111	3557
Tyk2_+_21131244.23-P1P2	Tyk2	398	474	436	412	763
Arl5b_-_15055380.23-P1P2	Arl5b	1067	981	875	1028	1576
Ppap2b_-_105157372.23-P1P2	Ppap2b	2597	2902	2331	2333	4038
Sgpp1_+_75735627.23-P1P2	Sgpp1	2230	2767	2602	2636	4461
S100a13_-_90514992.23-P1P2	S100a13	2222	2416	2520	2677	4352
Mtmr11_+_96162033.23-P1P2	Mtmr11	2681	3411	2754	3233	5239
Cib2_-_54560087.23-P1P2	Cib2	1672	1995	2104	2249	3712
Chrna1_+_73580283.23-P1P2	Chrna1	2069	2643	2007	2524	3506
G6pc3_+_102189885.23-P1P2	G6pc3	4215	4713	4075	4460	7265
Kcnj3_+_55435968.23-P2	Kcnj3_P2	1868	2845	2041	2524	4147
Enpep_-_129332678.23-P1P2	Enpep	2051	2275	2128	2226	3879
Ltc4s_+_50238480.23-P1P2	Ltc4s	2160	1904	2315	2481	4454
Ndufb7_+_83567097.23-P1P2	Ndufb7	2767	3616	2847	3318	5418
Hrsp12_+_34494892.23-P1P2	Hrsp12	1049	1222	920	1353	1778
Akap8_+_32321083.23-P1P2	Akap8	2605	2988	3027	2683	4955
Cacnb3_+_98634793.23-P1P2	Cacnb3	1517	1528	1274	1296	2441
Cacna1s_-_136052806.23-P1P2	Cacna1s	1737	1745	1991	2084	3865
Scn5a_+_119578968.23-P1P2	Scn5a	1738	1812	1370	1658	2781
Tesk1_+_43442340.23-P1P2	Tesk1	1570	2139	1544	1798	2623
Mapk13_+_28769367.23-P1P2	Mapk13	1968	2219	1794	2254	3494
Ptprb_+_116301463.23-P1P2	Ptprb	1824	1944	2248	2535	3139
Ppp1r3a_-_14755046.23-P1P2	Ppp1r3a	1557	2011	1898	1787	3330
Cyp2c54_-_40073538.23-P1P2	Cyp2c54	85	164	123	270	410
Cdk16_-_20688533.23-P1P2	Cdk16	2942	3230	2757	3126	4676
Rps6ka1_+_133887731.23-P1	Rps6ka1_P1	1502	1724	1420	1547	2556
Clk4_-_51263155.23-P1P2	Clk4	1145	1268	1261	1329	2031
Pde6h_-_136954565.23-P1P2	Pde6h	0	42	28	9	13
Prkg2_-_99037156.23-P1P2	Prkg2	1718	1850	1629	1671	2616
Mtm1_-_71215066.23-P1P2	Mtm1	2696	2490	2403	2297	4078
Tubb5_-_35838186.23-P1P2	Tubb5	2336	2576	2370	2459	3189
Accs_-_93849717.23-P1P2	Accs	2232	2086	2232	2275	3926
Mtmr7_+_40634717.23-P1P2	Mtmr7	2091	2476	1988	2338	3601
Jak1_-_101265171.23-P1P2	Jak1	1874	2460	1778	2113	4030
Anxa5_-_36475589.23-P1P2	Anxa5	1374	2484	1291	1675	2918
Grm8_+_28135066.23-P1P2	Grm8	756	487	766	724	1307
Extl2_-_116008407.23-P1P2	Extl2	3089	3167	3180	2790	5480
Prdx2_-_84969685.23-P1P2	Prdx2	2172	2705	2253	2501	3791
Cdk1_+_69352859.23-P1P2	Cdk1	2719	3055	2552	2950	4948
Dbf4_+_8422642.23-P1P2	Dbf4	1885	1447	1886	1745	3191
Chm_+_113185439.23-P1P2	Chm	1072	947	1226	1104	1828
Shmt2_-_127522340.23-P1P2	Shmt2	2524	2960	2560	2876	4837
Akap1_-_88864528.23-P1P2	Akap1	2368	2599	3045	2783	4079
Gabrr1_-_33132607.23-P1P2	Gabrr1	2307	2311	2323	2243	3266
Ptprc_+_138175105.23-P1P2	Ptprc	607	659	504	598	899
Fastk_-_24444987.23-P1P2	Fastk	1266	1552	1394	1369	1986
Hlcs_+_94313499.23-P2	Hlcs_P2	1971	1952	1898	2369	3651
Rab7_+_88045209.23-P1P2	Rab7	1782	1917	1706	1756	2898
Gm2a_+_55098121.23-P1P2	Gm2a	4603	4799	4674	4843	9012
Cd3g_+_44980082.23-P1P2	Cd3g	1295	1622	1089	1359	2402
Hcn2_-_79716711.23-P1P2	Hcn2	1292	1157	1272	1378	1907
Drd4_-_141292061.23-P1P2	Drd4	1209	1103	854	1059	1514
Tgm2_+_158146277.23-P1P2	Tgm2	1066	844	792	1209	1754
non-targeting_00148	non-targeting	2389	2517	1978	2512	4676
Pik3r3_-_116221721.23-P1P2	Pik3r3	1353	1235	1035	1076	2058
Ctla4_-_60909088.23-P1P2	Ctla4	2628	2756	2299	2820	4282
Ndufs3_-_90904716.23-P1P2	Ndufs3	1462	1765	1426	1384	2398
Sgk3_-_9848375.23-P2	Sgk3_P2	1208	1330	1391	1420	2526
Slc7a8_+_54781856.23-P1P2	Slc7a8	2098	2991	2087	2385	3509
Dusp15_+_152951519.23-P1P2	Dusp15	2050	1978	2352	2198	4259
Epha7_-_28813208.23-P1P2	Epha7	1737	2019	1601	2067	3134
Cpa1_-_30639654.23-P1P2	Cpa1	3124	2952	3224	3196	5754
Cfb_+_34862166.23-P1P2	Cfb	1468	1747	1249	1453	2337
Plin3_-_56290285.23-P1P2	Plin3	2209	2033	1947	2279	3346
Tpsb2_+_25366350.23-P1P2	Tpsb2	2336	2834	1498	2048	3883
Fshr_-_89200667.23-P1P2	Fshr	752	1078	688	684	1253
Slc12a5_+_164968284.23-P1P2	Slc12a5	151	258	182	120	203
Map3k15_+_159988257.23-P1P2	Map3k15	2262	3829	1999	3008	4310
Pim3_+_88862689.23-P1P2	Pim3	3407	4186	3036	3510	5193
Cacna1c_-_118757967.23-ENSMUST00000112825.2	Cacna1c	2105	3468	2089	2008	4124
Gabrb1_-_71700013.23-P1P2	Gabrb1	582	679	696	835	1011
Gsta2_-_78346827.23-P1P2	Gsta2	1982	1703	1816	1754	2915
Rpl23_-_97782318.23-P1P2	Rpl23	1801	1966	2218	2042	3248
Pglyrp3_+_92014613.23-ENSMUST00000047660.4	Pglyrp3	1639	1681	1370	1582	2698
Glrb_-_80913553.23-P1P2	Glrb	2236	2559	2917	2433	3950
Cit_-_115845309.23-P1P2	Cit	1728	2004	2144	1824	2665
Chrna5_-_54981545.23-P1P2	Chrna5	2013	1905	2045	2373	3906
Ak2_-_128993346.23-P1P2	Ak2	1949	2077	2018	1965	3670
Stk11_-_80115825.23-P1P2	Stk11	1032	1012	808	1205	1590
Adam33_-_131063450.23-P1	Adam33_P1	1548	2274	1726	1643	3350
Bphl_+_34037636.23-P1P2	Bphl	60	127	71	118	233
Srpk2_-_23616526.23-P1P2	Srpk2	1393	1195	1730	1562	2892
Pkdcc_+_83215329.23-P1P2	Pkdcc	2212	2008	2212	2180	3699
Hba-a1_+_32283583.23-ENSMUST00000093209.3	Hba-a1	1125	933	889	1138	1820
Cyp3a44_+_145805826.23-P1P2	Cyp3a44	2119	2580	2028	2025	3901
Hsd17b10_-_152001916.23-P1P2	Hsd17b10	3452	3810	3541	4268	6770
Tnni3_+_4522383.23-P1P2	Tnni3	1130	1103	1073	1144	2157
Rock1_-_10182012.23-P1P2	Rock1	2004	2742	2697	2532	4343
Map3k3_+_106084661.23-P1P2	Map3k3	1067	600	992	922	1617
non-targeting_00046	non-targeting	1224	1235	780	933	1669
Hcrt_-_100762871.23-P1P2	Hcrt	414	352	333	386	584
Ppp1r12a_+_108162192.23-P1P2	Ppp1r12a	444	769	532	450	773
Cdk11b_+_155624981.23-P1P2	Cdk11b	2231	1625	1980	2029	3953
Trpm7_-_126876003.23-P1P2	Trpm7	1139	1451	726	1200	1672
Car9_-_43508924.23-P2	Car9_P2	2084	2819	1711	2186	3071
Ssh3_-_4269117.23-P1P2	Ssh3	1613	1580	1387	1729	2752
Prkag2_+_25100181.23-ENSMUST00000030784.7	Prkag2	2734	2695	2330	2634	4443
Cdkn1c_+_143460916.23-P1P2	Cdkn1c	542	791	767	755	1301
Cyp2d10_+_82406910.23-P1P2	Cyp2d10	1059	1378	1289	1021	2283
Tars_+_11399607.23-P1P2	Tars	3662	3442	3519	3642	6569
Hpx_-_105600060.23-P1P2	Hpx	942	1048	820	970	1951
B4galt2_-_117883474.23-P1P2	B4galt2	1765	910	1614	1729	2675
Txnrd1_-_82859456.23-P1P2	Txnrd1	93	1	8	68	59
Taok2_+_126884674.23-P1P2	Taok2	1326	1750	1595	1655	2974
Aatk_-_120017026.23-P1	Aatk_P1	1392	1856	1110	1584	2273
Pros1_+_62854536.23-P1P2	Pros1	2046	2306	2292	2101	3399
Ppp1r12b_-_134955867.23-ENSMUST00000045665.6,ENSMUST00000168381.1,ENSMUST00000086444.4	Ppp1r12b	1048	742	1291	931	1860
Lct_-_128328092.23-P1P2	Lct	2527	3171	2549	2830	5049
Ntsr2_+_16653513.23-P1P2	Ntsr2	1729	1379	1615	1766	2164
Sftpd_-_41185090.23-P1P2	Sftpd	855	1131	1123	1005	1586
Clcn2_+_20717703.23-P2	Clcn2_P2	720	459	455	674	850
Ppcdc_-_57440097.23-P1P2	Ppcdc	2293	2692	1417	1906	3599
Ndufs4_+_114388046.23-P1P2	Ndufs4	3163	3399	3305	3681	5539
Rps6ka1_-_133873001.23-P2	Rps6ka1_P2	1139	1359	1220	1239	2221
Adc_-_128962214.23-P1P2	Adc	1442	625	1537	1391	2201
Cyp4a10_-_115518825.23-P1P2	Cyp4a10	61	93	75	121	93
Inpp5a_-_139400552.23-P2	Inpp5a_P2	1144	1347	1193	1317	2064
Araf_-_20848564.23-P1P2	Araf	1671	1381	1695	1995	3383
Mapk9_+_49846802.23-P1P2	Mapk9	43	89	56	16	45
Epha3_-_63863913.23-P1P2	Epha3	1435	1126	1057	1301	2061
Ndufb10_-_24724401.23-P1P2	Ndufb10	1519	1635	1318	1546	2353
Gyg_-_20155097.23-ENSMUST00000178328.1	Gyg	22	22	55	81	55
Gabbr1_+_37050947.23-P2	Gabbr1_P2	1343	1899	1699	1974	2936
Acat1_-_53610288.23-P1P2	Acat1	2127	2944	2475	2793	4552
Inpp5b_-_124751897.23-P1	Inpp5b_P1	2139	2254	2252	2411	3984
Cdk12_-_98202833.23-P1P2	Cdk12	3336	3604	3052	3791	6246
Aldh3a1_-_61208696.23-P1P2	Aldh3a1	1790	1879	1706	2004	3483
Pycrl_+_75921405.23-P1P2	Pycrl	2531	2463	2707	2543	3748
Hrh3_+_180104247.23-P1P2	Hrh3	2002	2447	1852	2133	3489
Ppig_+_69722800.23-P1P2	Ppig	2038	1488	1716	2205	3620
Plau_+_20836714.23-P1P2	Plau	2306	2659	2288	2593	4139
Cdk5r2_-_74855332.23-P1P2	Cdk5r2	798	593	437	600	1320
Tssk6_-_69902191.23-P1P2	Tssk6	1718	2879	2411	2126	3276
Pam_-_98095578.23-ENSMUST00000097625.3	Pam	919	758	817	906	1019
Afg3l2_+_67449146.23-P1P2	Afg3l2	1167	1105	921	1098	1776
P4htm_+_108597133.23-P1P2	P4htm	3260	3877	3067	3194	5284
Slc6a14_+_21715061.23-P1P2	Slc6a14	2405	2674	2487	2549	4111
Car4_-_84957862.23-P1P2	Car4	420	348	792	687	1133
Metap1_+_138489333.23-P1P2	Metap1	1503	2017	1991	2166	3392
Pdf_-_107048558.23-P1P2	Pdf	260	211	336	423	598
Grm7_+_110645785.23-P1P2	Grm7	1088	909	1243	1470	1990
Cyb5b_-_107150662.23-P1P2	Cyb5b	1155	1115	1318	1396	1958
Aldh1a2_+_71215843.23-P1P2	Aldh1a2	2368	2770	2165	2596	4560
Adra2b_-_127363390.23-P1P2	Adra2b	1232	1368	1284	1286	2123
Pkn3_-_30077758.23-P1P2	Pkn3	2344	2227	2597	2427	4209
Slc13a3_-_165473008.23-P1P2	Slc13a3	597	629	657	623	997
Col2a1_-_98004609.23-P1P2	Col2a1	2190	2212	2162	2658	3911
Ms4a1_-_11266117.23-P1P2	Ms4a1	2168	2408	2430	2296	4259
Rnase4_+_51091137.23-P2	Rnase4_P2	1836	2137	1724	1762	3257
Hagh_+_24850539.23-P1P2	Hagh	1237	1754	1415	1322	2168
Phgdh_+_98339619.23-P1P2	Phgdh	2457	3223	3017	3242	5296
Dars_+_128417289.23-P1P2	Dars	1778	1890	1725	2011	3182
Hipk1_+_103791244.23-P1P2	Hipk1	1401	1291	1319	1271	1940
Cdc7_-_106964391.23-P1P2	Cdc7	787	1406	834	941	1667
Prdx5_-_6909579.23-P1P2	Prdx5	2348	2302	2186	2977	5069
Hc_+_35061378.23-P1P2	Hc	3743	4282	3560	3767	7238
Rps6ka4_+_6840528.23-P1P2	Rps6ka4	3128	3648	3259	3385	5713
Ick_-_78109249.23-P2	Ick_P2	2810	2767	2567	2517	4835
Slc16a6_+_109472973.23-P1P2	Slc16a6	322	270	257	390	459
Pkn3_-_30077748.23-P1P2	Pkn3	667	774	883	879	1411
Ak1_+_32628437.23-P2	Ak1_P2	1669	2055	1703	1997	3378
Acads_-_115119262.23-P1P2	Acads	648	541	605	479	840
